Sr No.,Date,Time,Blockchain,Function,Latency,Transaction Fee
1330,11/11/2023,05:34:38 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,14.762067644998432,0.00222592,
1331,11/11/2023,05:34:48 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,6.58141461700201,0.002674,
1332,11/11/2023,05:34:52 GMT-0800 (Pacific Standard Time),Sepolia,default,3.876947842001915,0,
1333,11/11/2023,05:38:38 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,9.443347759999336,0.0000095374,
1334,11/11/2023,05:38:40 GMT-0800 (Pacific Standard Time),Celo,createUser,11.32343675499782,0.00762992,
1335,11/11/2023,05:38:41 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,12.310926240000875,0.00762992,
1336,11/11/2023,05:38:45 GMT-0800 (Pacific Standard Time),Sepolia,createUser,16.15224740599841,0.00762992,
1337,11/11/2023,05:38:46 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,17.184184628002345,0.00762992,
1338,11/11/2023,05:38:47 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,5.374344900999218,0.0000027824,
1339,11/11/2023,05:38:51 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,21.56004071699828,0.00762992,
1340,11/11/2023,05:38:54 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,9.407775036998093,0.00222592,
1341,11/11/2023,05:39:02 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,11.555485745999961,0.0000033425,
1342,11/11/2023,05:39:03 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,0.8732431459985673,0,
1343,11/11/2023,05:39:04 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,14.844652761999518,0.00222592,
1344,11/11/2023,05:39:06 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,7.713381831001491,0.002674,
1345,11/11/2023,05:39:07 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1011142570003867,0,
1346,11/11/2023,05:39:11 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,16.019836922001094,0.00222592,
1347,11/11/2023,05:39:11 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,21.410417712002992,0.00222592,
1348,11/11/2023,05:39:19 GMT-0800 (Pacific Standard Time),Celo,issueMoney,35.21249510699883,0.00222592,
1349,11/11/2023,05:39:32 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,18.609205759000034,0.002674,
1350,11/11/2023,05:39:34 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.159291687000543,0,
1351,11/11/2023,05:39:37 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,22.426583887998014,0.002674,
1352,11/11/2023,05:39:37 GMT-0800 (Pacific Standard Time),Celo,transferMoney,14.534442517001182,0.002674,
1353,11/11/2023,05:39:38 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1769585170000791,0,
1354,11/11/2023,05:39:38 GMT-0800 (Pacific Standard Time),Celo,default,1.1594143260009586,0,
1355,11/11/2023,05:39:58 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,50.190201403003186,0.002674,
1356,11/11/2023,05:39:58 GMT-0800 (Pacific Standard Time),Sepolia,default,0.8584783640019595,0,
1357,11/11/2023,05:43:34 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,4.73705399800092,0.0000095374,
1358,11/11/2023,05:43:35 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,5.79461913799867,0.00762992,
1359,11/11/2023,05:43:37 GMT-0800 (Pacific Standard Time),Celo,createUser,7.517416536998004,0.00762992,
1360,11/11/2023,05:43:38 GMT-0800 (Pacific Standard Time),Sepolia,createUser,8.368896944999694,0.00762992,
1361,11/11/2023,05:43:38 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,9.312418225001544,0.00762992,
1362,11/11/2023,05:43:43 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,5.606149895001203,0.0000027824,
1363,11/11/2023,05:43:43 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,14.652574299000204,0.00762992,
1364,11/11/2023,05:43:48 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,9.851431365001947,0.00222592,
1365,11/11/2023,05:43:51 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,9.372653436999768,0.00222592,
1366,11/11/2023,05:43:57 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,11.194031797003001,0.0000033425,
1367,11/11/2023,05:43:57 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,16.072068059999495,0.00222592,
1368,11/11/2023,05:43:58 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1947598030008375,0,
1369,11/11/2023,05:43:59 GMT-0800 (Pacific Standard Time),Celo,issueMoney,18.577645890999584,0.00222592,
1370,11/11/2023,05:44:03 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,8.09119519200176,0.002674,
1371,11/11/2023,05:44:04 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,0.8816018950007856,0,
1372,11/11/2023,05:44:06 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,19.50142699899897,0.00222592,
1373,11/11/2023,05:44:08 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,15.651926420997828,0.002674,
1374,11/11/2023,05:44:09 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1732597710005939,0,
1375,11/11/2023,05:44:12 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,11.652316002000124,0.002674,
1376,11/11/2023,05:44:14 GMT-0800 (Pacific Standard Time),Sepolia,default,1.174706128001213,0,
1377,11/11/2023,05:44:16 GMT-0800 (Pacific Standard Time),Celo,transferMoney,13.426783330000937,0.002674,
1378,11/11/2023,05:44:17 GMT-0800 (Pacific Standard Time),Celo,default,1.1732293369993567,0,
1379,11/11/2023,05:44:18 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,8.44954879900068,0.002674,
1380,11/11/2023,05:44:19 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,0.8574990970008075,0,
1381,11/11/2023,05:48:36 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,7.391760278999805,0.0000095374,
1382,11/11/2023,05:48:37 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,8.576156549002976,0.00762992,
1383,11/11/2023,05:48:40 GMT-0800 (Pacific Standard Time),Sepolia,createUser,11.429841250002385,0.00762992,
1384,11/11/2023,05:48:41 GMT-0800 (Pacific Standard Time),Celo,createUser,13.078975593000651,0.00762992,
1385,11/11/2023,05:48:43 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,14.188014263998717,0.00762992,
1386,11/11/2023,05:48:44 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,4.564945130001753,0.0000027824,
1387,11/11/2023,05:48:51 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,22.563013372000306,0.00762992,
1388,11/11/2023,05:48:53 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,5.660828093998134,0.0000033425,
1389,11/11/2023,05:48:54 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1442969780005514,0,
1390,11/11/2023,05:48:54 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,13.578173342000692,0.00222592,
1391,11/11/2023,05:48:56 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,9.063221310000866,0.00222592,
1392,11/11/2023,05:48:56 GMT-0800 (Pacific Standard Time),Celo,issueMoney,11.385978128001094,0.00222592,
1393,11/11/2023,05:49:04 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,20.136637515999375,0.00222592,
1394,11/11/2023,05:49:12 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,17.555045086000113,0.00222592,
1395,11/11/2023,05:49:13 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,13.449777040999383,0.002674,
1396,11/11/2023,05:49:13 GMT-0800 (Pacific Standard Time),Celo,transferMoney,14.328682389002294,0.002674,
1397,11/11/2023,05:49:13 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,15.252010457001626,0.002674,
1398,11/11/2023,05:49:14 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1336097140014172,0,
1398,11/11/2023,05:49:14 GMT-0800 (Pacific Standard Time),Celo,default,0.8628968700021505,0,
1399,11/11/2023,05:49:14 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1638821410015225,0,
1400,11/11/2023,05:49:29 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,13.64742744100094,0.002674,
1401,11/11/2023,05:49:30 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.2676449889987706,0,
1402,11/11/2023,05:49:35 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,27.635252620000394,0.002674,
1403,11/11/2023,05:49:36 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1181842180006205,0,
1404,11/11/2023,05:53:35 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,6.223163920000196,0.0000095374,
1405,11/11/2023,05:53:45 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,6.367756459999829,0.0000027824,
1406,11/11/2023,05:53:46 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,16.27932203999907,0.00762992,
1407,11/11/2023,05:53:46 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,16.46725887100026,0.00762992,
1408,11/11/2023,05:53:47 GMT-0800 (Pacific Standard Time),Celo,createUser,17.41326949799806,0.00762992,
1409,11/11/2023,05:53:51 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,21.476252627000214,0.00762992,
1410,11/11/2023,05:53:53 GMT-0800 (Pacific Standard Time),Sepolia,createUser,23.225396065000446,0.00762992,
1411,11/11/2023,05:53:58 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,8.585386451996863,0.00222592,
1412,11/11/2023,05:54:03 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,13.537480702999979,0.00222592,
1413,11/11/2023,05:54:03 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,14.029690625000745,0.0000033425,
1414,11/11/2023,05:54:04 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1373019619993865,0,
1415,11/11/2023,05:54:06 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,10.13407725900039,0.00222592,
1416,11/11/2023,05:54:09 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,7.524156107001007,0.002674,
1417,11/11/2023,05:54:09 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,14.443864977002145,0.00222592,
1418,11/11/2023,05:54:10 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1687529050000012,0,
1419,11/11/2023,05:54:20 GMT-0800 (Pacific Standard Time),Celo,issueMoney,29.584859689999373,0.00222592,
1420,11/11/2023,05:54:24 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,11.546163894999772,0.002674,
1421,11/11/2023,05:54:25 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.2160466269999743,0,
1422,11/11/2023,05:54:32 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,26.492625356998296,0.002674,
1423,11/11/2023,05:54:34 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1246653399989008,0,
1424,11/11/2023,05:54:45 GMT-0800 (Pacific Standard Time),Celo,transferMoney,21.576833424001933,0.002674,
1425,11/11/2023,05:54:46 GMT-0800 (Pacific Standard Time),Celo,default,0.8774426739998161,0,
1426,11/11/2023,05:54:55 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,45.50073815299943,0.002674,
1427,11/11/2023,05:54:56 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1340223399996758,0,
1428,11/11/2023,05:58:35 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,5.571842498999089,0.0000095374,
1429,11/11/2023,05:58:35 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,5.990779210999608,0.00762992,
1430,11/11/2023,05:58:40 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,11.511780577998609,0.00762992,
1431,11/11/2023,05:58:43 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,13.611867414001376,0.00762992,
1432,11/11/2023,05:58:44 GMT-0800 (Pacific Standard Time),Sepolia,createUser,15.528950434997677,0.00762992,
1433,11/11/2023,05:58:45 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,6.1994060249999166,0.00222592,
1434,11/11/2023,05:58:51 GMT-0800 (Pacific Standard Time),Celo,createUser,22.2327868619971,0.00762992,
1435,11/11/2023,05:58:56 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,10.26017074899748,0.00222592,
1436,11/11/2023,05:58:57 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,19.385648864999414,0.0000027824,
1437,11/11/2023,05:58:58 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,14.098593419000506,0.00222592,
1438,11/11/2023,05:59:00 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,12.32938936199993,0.00222592,
1439,11/11/2023,05:59:02 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,13.52725518200174,0.002674,
1440,11/11/2023,05:59:03 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1821705770008266,0,
1441,11/11/2023,05:59:03 GMT-0800 (Pacific Standard Time),Celo,issueMoney,9.483250125996769,0.00222592,
1442,11/11/2023,05:59:09 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,7.431961158998311,0.002674,
1443,11/11/2023,05:59:09 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,6.531682913001626,0.0000033425,
1444,11/11/2023,05:59:10 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1483950829990208,0,
1445,11/11/2023,05:59:10 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1921006300002337,0,
1446,11/11/2023,05:59:16 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,16.38307746199891,0.002674,
1447,11/11/2023,05:59:17 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1415404540002345,0,
1448,11/11/2023,05:59:23 GMT-0800 (Pacific Standard Time),Celo,transferMoney,15.62082408099994,0.002674,
1449,11/11/2023,05:59:24 GMT-0800 (Pacific Standard Time),Celo,default,0.8518931060023606,0,
1450,11/11/2023,05:59:32 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,28.587913993000985,0.002674,
1451,11/11/2023,05:59:33 GMT-0800 (Pacific Standard Time),Sepolia,default,1.2781632389985025,0,
1452,11/11/2023,06:03:41 GMT-0800 (Pacific Standard Time),Celo,createUser,11.462476397000254,0.00762992,
1453,11/11/2023,06:03:42 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,13.410725737001746,0.00762992,
1454,11/11/2023,06:03:46 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,17.009389713998885,0.0000095374,
1455,11/11/2023,06:03:52 GMT-0800 (Pacific Standard Time),Sepolia,createUser,22.548657611999662,0.00762992,
1456,11/11/2023,06:03:55 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,25.412200660999865,0.00762992,
1457,11/11/2023,06:03:56 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,26.243239525999876,0.00762992,
1458,11/11/2023,06:03:57 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,9.483251974999904,0.00222592,
1459,11/11/2023,06:04:01 GMT-0800 (Pacific Standard Time),Celo,issueMoney,16.6147821800001,0.00222592,
1460,11/11/2023,06:04:04 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,8.504474275000394,0.00222592,
1461,11/11/2023,06:04:04 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,14.064517498001456,0.0000027824,
1462,11/11/2023,06:04:09 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,10.410904856000096,0.00222592,
1463,11/11/2023,06:04:12 GMT-0800 (Pacific Standard Time),Celo,transferMoney,8.006267456997186,0.002674,
1464,11/11/2023,06:04:13 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,5.305675161998719,0.0000033425,
1465,11/11/2023,06:04:13 GMT-0800 (Pacific Standard Time),Celo,default,0.8482602299973369,0,
1466,11/11/2023,06:04:14 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1681697460003198,0,
1467,11/11/2023,06:04:15 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,17.06364305499941,0.00222592,
1468,11/11/2023,06:04:22 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,15.38788887200132,0.002674,
1469,11/11/2023,06:04:23 GMT-0800 (Pacific Standard Time),Sepolia,default,0.8882274740003049,0,
1470,11/11/2023,06:04:24 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,11.339992692999541,0.002674,
1471,11/11/2023,06:04:25 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.2261185440011322,0,
1472,11/11/2023,06:04:30 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,12.117030129998922,0.002674,
1473,11/11/2023,06:04:31 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,0.940702295999974,0,
1474,11/11/2023,06:04:34 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,32.81654024400189,0.002674,
1475,11/11/2023,06:04:35 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1758984859995545,0,
1476,11/11/2023,06:08:35 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,5.598066959999501,0.0000095374,
1477,11/11/2023,06:08:43 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,4.89339344099909,0.0000027824,
1478,11/11/2023,06:08:45 GMT-0800 (Pacific Standard Time),Sepolia,createUser,15.064145050998777,0.00762992,
1479,11/11/2023,06:08:46 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,16.560505710002033,0.00762992,
1480,11/11/2023,06:08:48 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,18.53284449500218,0.00762992,
1481,11/11/2023,06:08:48 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,18.65850696099922,0.00762992,
1482,11/11/2023,06:08:54 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,8.296286649998278,0.0000033425,
1483,11/11/2023,06:08:55 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1513659729994834,0,
1484,11/11/2023,06:08:58 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,6.401313482001424,0.00222592,
1485,11/11/2023,06:08:59 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,9.473071995001286,0.00222592,
1486,11/11/2023,06:09:02 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,13.495766974996775,0.00222592,
1487,11/11/2023,06:09:07 GMT-0800 (Pacific Standard Time),Celo,createUser,37.31854679499939,0.00762992,
1488,11/11/2023,06:09:09 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,7.657456223998219,0.002674,
1489,11/11/2023,06:09:11 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.124863791000098,0,
1490,11/11/2023,06:09:14 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,22.252972031001,0.00222592,
1491,11/11/2023,06:09:17 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,14.259764203999191,0.002674,
1492,11/11/2023,06:09:18 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.2256658640019595,0,
1493,11/11/2023,06:09:25 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,19.543643506001683,0.002674,
1494,11/11/2023,06:09:26 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1702628199979663,0,
1495,11/11/2023,06:09:34 GMT-0800 (Pacific Standard Time),Celo,issueMoney,23.583467768996954,0.00222592,
1496,11/11/2023,06:09:42 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,23.439429347999393,0.002674,
1497,11/11/2023,06:09:43 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1758463650010527,0,
1498,11/11/2023,06:09:56 GMT-0800 (Pacific Standard Time),Celo,transferMoney,18.431980941999704,0.002674,
1499,11/11/2023,06:09:57 GMT-0800 (Pacific Standard Time),Celo,default,1.1736528329998255,0,
1500,11/11/2023,06:13:36 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,7.132678263999522,0.0000095374,
1501,11/11/2023,06:13:38 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,8.464714211001992,0.00762992,
1502,11/11/2023,06:13:39 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,9.612418176997453,0.00762992,
1503,11/11/2023,06:13:40 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,11.486493256997317,0.00762992,
1504,11/11/2023,06:13:45 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,4.466892087999732,0.0000027824,
1505,11/11/2023,06:13:53 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,11.295719556000083,0.00222592,
1506,11/11/2023,06:13:53 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,7.944708271000534,0.00222592,
1507,11/11/2023,06:13:54 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,5.517171426001936,0.0000033425,
1508,11/11/2023,06:13:55 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1488000340014697,0,
1509,11/11/2023,06:13:59 GMT-0800 (Pacific Standard Time),Celo,createUser,30.2875835239999,0.00762992,
1510,11/11/2023,06:14:01 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,13.183241574000567,0.00222592,
1511,11/11/2023,06:14:08 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,10.601414983000605,0.002674,
1512,11/11/2023,06:14:08 GMT-0800 (Pacific Standard Time),Sepolia,createUser,37.547714128002525,0.00762992,
1513,11/11/2023,06:14:08 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,12.506327212002128,0.002674,
1514,11/11/2023,06:14:09 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.170579064000398,0,
1515,11/11/2023,06:14:09 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1602059069983661,0,
1516,11/11/2023,06:14:13 GMT-0800 (Pacific Standard Time),Celo,issueMoney,10.053606762997806,0.00222592,
1517,11/11/2023,06:14:26 GMT-0800 (Pacific Standard Time),Celo,transferMoney,10.151454468000681,0.002674,
1518,11/11/2023,06:14:27 GMT-0800 (Pacific Standard Time),Celo,default,1.2250503439977765,0,
1519,11/11/2023,06:14:32 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,27.260947567999363,0.002674,
1520,11/11/2023,06:14:33 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,21.470190464999526,0.00222592,
1521,11/11/2023,06:14:33 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,0.8929730820022523,0,
1522,11/11/2023,06:14:53 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,16.50749690499902,0.002674,
1523,11/11/2023,06:14:53 GMT-0800 (Pacific Standard Time),Sepolia,default,0.8750972330011427,0,
1524,11/11/2023,06:18:39 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,9.933867437001318,0.00762992,
1525,11/11/2023,06:18:42 GMT-0800 (Pacific Standard Time),Sepolia,createUser,12.542526459001005,0.00762992,
1526,11/11/2023,06:18:43 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,13.408828002996742,0.00762992,
1527,11/11/2023,06:18:43 GMT-0800 (Pacific Standard Time),Celo,createUser,14.375952178999782,0.00762992,
1528,11/11/2023,06:18:44 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,14.258004813998937,0.00762992,
1529,11/11/2023,06:18:44 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,13.229184962000698,0.0000095374,
1530,11/11/2023,06:18:51 GMT-0800 (Pacific Standard Time),Celo,issueMoney,4.572356614001095,0.00222592,
1531,11/11/2023,06:18:56 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,8.629072606999427,0.0000027824,
1532,11/11/2023,06:18:58 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,9.87100527900085,0.00222592,
1533,11/11/2023,06:19:00 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,15.361246394000947,0.00222592,
1534,11/11/2023,06:19:01 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,15.369945024996996,0.00222592,
1535,11/11/2023,06:19:03 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,20.707205134000628,0.00222592,
1536,11/11/2023,06:19:05 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,6.314526941999793,0.0000033425,
1537,11/11/2023,06:19:07 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1229953080005943,0,
1538,11/11/2023,06:19:14 GMT-0800 (Pacific Standard Time),Celo,transferMoney,17.707803603999317,0.002674,
1539,11/11/2023,06:19:14 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,13.210917125999927,0.002674,
1540,11/11/2023,06:19:14 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,10.463243447996676,0.002674,
1541,11/11/2023,06:19:15 GMT-0800 (Pacific Standard Time),Celo,default,1.1818579960018396,0,
1542,11/11/2023,06:19:15 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1511751520000397,0,
1543,11/11/2023,06:19:15 GMT-0800 (Pacific Standard Time),Sepolia,default,0.8499593130014836,0,
1544,11/11/2023,06:19:16 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,8.974353447001427,0.002674,
1545,11/11/2023,06:19:17 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1370796590000392,0,
1546,11/11/2023,06:19:20 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,15.105573992002755,0.002674,
1547,11/11/2023,06:19:21 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1356278170011938,0,
1548,11/11/2023,06:23:34 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,4.960815305002034,0.0000095374,
1549,11/11/2023,06:23:36 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,6.319950642999261,0.00762992,
1550,11/11/2023,06:23:36 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,7.470493880998343,0.00762992,
1551,11/11/2023,06:23:42 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,12.282133719999344,0.00762992,
1552,11/11/2023,06:23:42 GMT-0800 (Pacific Standard Time),Sepolia,createUser,12.530710023000836,0.00762992,
1553,11/11/2023,06:23:46 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,8.398218977000564,0.0000027824,
1554,11/11/2023,06:23:50 GMT-0800 (Pacific Standard Time),Celo,createUser,20.139038594998418,0.00762992,
1555,11/11/2023,06:23:53 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,13.361452952001244,0.00222592,
