Sr No.,Date,Time,Blockchain,Function,Latency,Transaction Fee
1102,11/11/2023,04:40:30 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,12.13246230099909,0.00762992,
1103,11/11/2023,04:40:31 GMT-0800 (Pacific Standard Time),Celo,createUser,12.209562062999234,0.00762992,
1104,11/11/2023,04:40:33 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,13.977616578001529,0.00762992,
1105,11/11/2023,04:40:34 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,15.278456152999773,0.00762992,
1106,11/11/2023,04:40:36 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,17.637263747999445,0.0000095374,
1107,11/11/2023,04:40:40 GMT-0800 (Pacific Standard Time),Sepolia,createUser,21.630149553999306,0.00762992,
1108,11/11/2023,04:40:43 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,5.434970820000395,0.00222592,
1109,11/11/2023,04:40:43 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,10.042334505999461,0.00222592,
1110,11/11/2023,04:40:44 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,4.828105245999992,0.0000027824,
1111,11/11/2023,04:40:54 GMT-0800 (Pacific Standard Time),Celo,issueMoney,20.42297683699988,0.00222592,
1112,11/11/2023,04:40:55 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,8.513189515998587,0.002674,
1113,11/11/2023,04:40:56 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1809441149998456,0,
1114,11/11/2023,04:40:56 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,8.272724010000005,0.0000033425,
1115,11/11/2023,04:40:57 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,20.5332299240008,0.00222592,
1116,11/11/2023,04:40:57 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.152781405000016,0,
1117,11/11/2023,04:41:10 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,23.273070489998908,0.002674,
1118,11/11/2023,04:41:10 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,26.326135378999634,0.00222592,
1119,11/11/2023,04:41:10 GMT-0800 (Pacific Standard Time),Celo,transferMoney,11.30967283700034,0.002674,
1120,11/11/2023,04:41:11 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.117552004000172,0,
1121,11/11/2023,04:41:12 GMT-0800 (Pacific Standard Time),Celo,default,1.1892082319986075,0,
1122,11/11/2023,04:41:23 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,22.535205555999653,0.002674,
1123,11/11/2023,04:41:24 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1759150539990515,0,
1124,11/11/2023,04:41:36 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,22.64598452000134,0.002674,
1125,11/11/2023,04:41:39 GMT-0800 (Pacific Standard Time),Sepolia,default,2.943300491999835,0,
1126,11/11/2023,04:45:24 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,5.571749854000285,0.00762992,
1127,11/11/2023,04:45:33 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,14.499935621000827,0.00762992,
1128,11/11/2023,04:45:36 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,17.295558419000358,0.00762992,
1129,11/11/2023,04:45:37 GMT-0800 (Pacific Standard Time),Celo,createUser,18.38155815999955,0.00762992,
1130,11/11/2023,04:45:39 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,11.171646236000582,0.00222592,
1131,11/11/2023,04:45:43 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,24.549788213999943,0.0000095374,
1132,11/11/2023,04:45:46 GMT-0800 (Pacific Standard Time),Sepolia,createUser,27.555415528999642,0.00762992,
1133,11/11/2023,04:45:46 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,10.012911305999383,0.00222592,
1134,11/11/2023,04:45:47 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,5.415375326998531,0.002674,
1135,11/11/2023,04:45:48 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1704112049993127,0,
1136,11/11/2023,04:45:51 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,4.772257865000516,0.0000027824,
1137,11/11/2023,04:45:54 GMT-0800 (Pacific Standard Time),Celo,issueMoney,13.436854156000539,0.00222592,
1138,11/11/2023,04:46:01 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,6.0811322940010575,0.0000033425,
1139,11/11/2023,04:46:02 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1634077809993177,0,
1140,11/11/2023,04:46:09 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,29.309211616000162,0.00222592,
1141,11/11/2023,04:46:09 GMT-0800 (Pacific Standard Time),Celo,transferMoney,11.325094775000586,0.002674,
1142,11/11/2023,04:46:10 GMT-0800 (Pacific Standard Time),Celo,default,0.8694705439992249,0,
1143,11/11/2023,04:46:14 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,24.294556871999056,0.00222592,
1144,11/11/2023,04:46:21 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,31.57616867700033,0.002674,
1145,11/11/2023,04:46:23 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.188725053999573,0,
1146,11/11/2023,04:46:52 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,35.28582858799957,0.002674,
1147,11/11/2023,04:46:53 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1306149369999767,0,
1148,11/11/2023,04:50:24 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,5.568049732001499,0.0000095374,
1149,11/11/2023,04:50:28 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,8.550127441000193,0.00762992,
1150,11/11/2023,04:50:29 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,9.378713279999793,0.00762992,
1151,11/11/2023,04:50:38 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,10.528831978999078,0.0000027824,
1152,11/11/2023,04:50:42 GMT-0800 (Pacific Standard Time),Sepolia,createUser,24.18265056699887,0.00762992,
1153,11/11/2023,04:50:45 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,13.52098814000003,0.00222592,
1154,11/11/2023,04:50:51 GMT-0800 (Pacific Standard Time),Celo,createUser,32.64327790299989,0.00762992,
1155,11/11/2023,04:50:57 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,38.493260049000384,0.00762992,
1156,11/11/2023,04:51:01 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,12.642279549999163,0.002674,
1157,11/11/2023,04:51:02 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1485841799993068,0,
1158,11/11/2023,04:51:05 GMT-0800 (Pacific Standard Time),Celo,issueMoney,10.451815246000885,0.00222592,
1159,11/11/2023,04:51:21 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,20.20640751400031,0.00222592,
1160,11/11/2023,04:51:24 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,38.62326586399973,0.00222592,
1161,11/11/2023,04:51:28 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,46.5389432880003,0.0000033425,
1162,11/11/2023,04:51:28 GMT-0800 (Pacific Standard Time),Celo,transferMoney,18.365040556998924,0.002674,
1163,11/11/2023,04:51:30 GMT-0800 (Pacific Standard Time),Celo,default,1.185440570000559,0,
1164,11/11/2023,04:51:32 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,4.328538453999907,0,
1165,11/11/2023,04:51:35 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,10.441985654000193,0.002674,
1166,11/11/2023,04:51:36 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.138170476000756,0,
1167,11/11/2023,04:51:44 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,72.03513860699907,0.00222592,
1168,11/11/2023,04:51:44 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,17.02355987700075,0.002674,
1169,11/11/2023,04:51:46 GMT-0800 (Pacific Standard Time),Sepolia,default,1.161757853999734,0,
1170,11/11/2023,04:52:08 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,19.941386713000014,0.002674,
1171,11/11/2023,04:52:09 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1466544139999897,0,
1172,11/11/2023,04:55:26 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,7.708589897997677,0.00762992,
1173,11/11/2023,04:55:27 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,8.085705690000207,0.00762992,
1174,11/11/2023,04:55:28 GMT-0800 (Pacific Standard Time),Sepolia,createUser,9.30581645999849,0.00762992,
1175,11/11/2023,04:55:29 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,10.418863092999905,0.00762992,
1176,11/11/2023,04:55:30 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,11.585395523998887,0.0000095374,
1177,11/11/2023,04:55:30 GMT-0800 (Pacific Standard Time),Celo,createUser,11.94814496000111,0.00762992,
1178,11/11/2023,04:55:39 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,7.4016639860011635,0.00222592,
1179,11/11/2023,04:55:42 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,8.67629202100262,0.0000027824,
1180,11/11/2023,04:55:43 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,12.38835052099824,0.00222592,
1181,11/11/2023,04:55:43 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,11.491734618999065,0.00222592,
1182,11/11/2023,04:55:46 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,16.497544642999767,0.00222592,
1183,11/11/2023,04:55:52 GMT-0800 (Pacific Standard Time),Celo,issueMoney,17.920441888000816,0.00222592,
1184,11/11/2023,04:55:54 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,8.172131510999053,0.0000033425,
1185,11/11/2023,04:55:55 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1460789039991797,0,
1186,11/11/2023,04:55:55 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,6.143487808000296,0.002674,
1187,11/11/2023,04:55:57 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.9535833709985018,0,
1188,11/11/2023,04:56:00 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,14.383541943997145,0.002674,
1189,11/11/2023,04:56:00 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,17.244451735999434,0.002674,
1190,11/11/2023,04:56:01 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1718927929997445,0,
1191,11/11/2023,04:56:01 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1336560919992626,0,
1192,11/11/2023,04:56:11 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,24.63614670100063,0.002674,
1192,11/11/2023,04:56:11 GMT-0800 (Pacific Standard Time),Celo,transferMoney,16.064006900001317,0.002674,
1193,11/11/2023,04:56:12 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.2460631639994681,0,
1194,11/11/2023,04:56:12 GMT-0800 (Pacific Standard Time),Celo,default,1.279521480999887,0,
1195,11/11/2023,05:00:25 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,6.445858180001378,0.00762992,
1196,11/11/2023,05:00:29 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,10.628873569000513,0.0000095374,
1197,11/11/2023,05:00:30 GMT-0800 (Pacific Standard Time),Celo,createUser,11.479610973998904,0.00762992,
1198,11/11/2023,05:00:34 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,15.442472664002329,0.00762992,
1199,11/11/2023,05:00:41 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,8.244000540997833,0.0000027824,
1200,11/11/2023,05:00:42 GMT-0800 (Pacific Standard Time),Sepolia,createUser,23.5144729779996,0.00762992,
1201,11/11/2023,05:00:43 GMT-0800 (Pacific Standard Time),Celo,issueMoney,9.288057753000409,0.00222592,
1202,11/11/2023,05:00:49 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,4.901530349999666,0.0000033425,
1203,11/11/2023,05:00:51 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1993225999996067,0,
1204,11/11/2023,05:00:52 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,20.516660817999394,0.00222592,
1205,11/11/2023,05:01:03 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,17.498406563997268,0.00222592,
1206,11/11/2023,05:01:09 GMT-0800 (Pacific Standard Time),Celo,transferMoney,23.215477355003358,0.002674,
1207,11/11/2023,05:01:11 GMT-0800 (Pacific Standard Time),Celo,default,1.1514722639992834,0,
1208,11/11/2023,05:01:11 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,15.4487526910007,0.002674,
1209,11/11/2023,05:01:12 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,52.88717295400053,0.00762992,
1210,11/11/2023,05:01:12 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1853892880007624,0,
1211,11/11/2023,05:01:23 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,44.82381811099872,0.00222592,
1212,11/11/2023,05:01:26 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,19.271401275001466,0.002674,
1213,11/11/2023,05:01:27 GMT-0800 (Pacific Standard Time),Sepolia,default,0.8390191069990397,0,
1214,11/11/2023,05:01:28 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,12.451729691002518,0.00222592,
1215,11/11/2023,05:01:47 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,20.680223225999622,0.002674,
1216,11/11/2023,05:01:49 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1863095949999989,0,
1217,11/11/2023,05:01:50 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,18.549797727998346,0.002674,
1218,11/11/2023,05:01:51 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1542952530011534,0,
1219,11/11/2023,05:05:27 GMT-0800 (Pacific Standard Time),Sepolia,createUser,8.499897575002164,0.00762992,
1220,11/11/2023,05:05:29 GMT-0800 (Pacific Standard Time),Celo,createUser,10.186886424999685,0.00762992,
1221,11/11/2023,05:05:29 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,10.310227214001118,0.0000095374,
1222,11/11/2023,05:05:30 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,11.567159201998264,0.00762992,
1223,11/11/2023,05:05:34 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,15.301741956997663,0.00762992,
1224,11/11/2023,05:05:41 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,7.911722422000021,0.0000027824,
1225,11/11/2023,05:05:42 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,23.519070058003066,0.00762992,
1226,11/11/2023,05:05:43 GMT-0800 (Pacific Standard Time),Celo,issueMoney,11.391144432000816,0.00222592,
1227,11/11/2023,05:05:49 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,10.63209866899997,0.00222592,
1228,11/11/2023,05:05:50 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,16.197849008001388,0.00222592,
1229,11/11/2023,05:05:50 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,5.74758728300035,0.0000033425,
1230,11/11/2023,05:05:51 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1427198660001159,0,
1231,11/11/2023,05:05:58 GMT-0800 (Pacific Standard Time),Celo,transferMoney,9.454185607999563,0.002674,
1232,11/11/2023,05:05:58 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,6.0124281890019775,0.002674,
1233,11/11/2023,05:05:59 GMT-0800 (Pacific Standard Time),Celo,default,1.3937522590011358,0,
1234,11/11/2023,05:05:59 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1423882250003516,0,
1235,11/11/2023,05:06:04 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,33.8206165169999,0.00222592,
1236,11/11/2023,05:06:12 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,18.683446584001185,0.002674,
1237,11/11/2023,05:06:14 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.9864829560033976,0,
1238,11/11/2023,05:06:26 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,40.73777066799998,0.00222592,
1239,11/11/2023,05:06:40 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,31.846208805002274,0.002674,
1240,11/11/2023,05:06:41 GMT-0800 (Pacific Standard Time),Sepolia,default,1.2134778750017285,0,
1241,11/11/2023,05:06:46 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,16.47355259499699,0.002674,
1242,11/11/2023,05:06:47 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.2497905250005423,0,
1243,11/11/2023,05:10:29 GMT-0800 (Pacific Standard Time),Celo,createUser,9.407584943998605,0.00762992,
1244,11/11/2023,05:10:32 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,13.026913414999843,0.0000095374,
1245,11/11/2023,05:10:50 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,13.12459135799855,0.0000027824,
1246,11/11/2023,05:10:52 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,32.18506048699841,0.00762992,
1247,11/11/2023,05:11:04 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,44.004890751000495,0.00762992,
1248,11/11/2023,05:11:22 GMT-0800 (Pacific Standard Time),Celo,issueMoney,47.60222115600109,0.00222592,
1249,11/11/2023,05:11:24 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,16.097258411001413,0.00222592,
1250,11/11/2023,05:11:25 GMT-0800 (Pacific Standard Time),Sepolia,createUser,64.27756735699997,0.00762992,
1251,11/11/2023,05:11:29 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,31.83975663800165,0.00222592,
1252,11/11/2023,05:11:37 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,41.25758770899847,0.0000033425,
1253,11/11/2023,05:11:38 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.2613398359976709,0,
1254,11/11/2023,05:11:45 GMT-0800 (Pacific Standard Time),Celo,transferMoney,18.254802651003004,0.002674,
1255,11/11/2023,05:11:47 GMT-0800 (Pacific Standard Time),Celo,default,2.412912913002074,0,
1256,11/11/2023,05:11:50 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,20.009147898998112,0.002674,
1257,11/11/2023,05:11:51 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1337130770012736,0,
1258,11/11/2023,05:11:53 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,19.082002798002215,0.002674,
1259,11/11/2023,05:11:54 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1977333119995892,0,
1260,11/11/2023,05:12:00 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,31.501884998999536,0.00222592,
1261,11/11/2023,05:12:26 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,127.16130529299751,0.00762992,
1262,11/11/2023,05:12:49 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,15.871574849002064,0.00222592,
1263,11/11/2023,05:12:59 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,53.90233660500124,0.002674,
1264,11/11/2023,05:13:01 GMT-0800 (Pacific Standard Time),Sepolia,default,1.62970776899904,0,
1265,11/11/2023,05:13:27 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,33.1785684540011,0.002674,
1266,11/11/2023,05:13:29 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.8308851250000298,0,
1267,11/11/2023,05:15:29 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,8.561035434998573,0.0000095374,
1268,11/11/2023,05:15:30 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,9.650694522999228,0.00762992,
1269,11/11/2023,05:15:37 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,14.583300619002431,0.00762992,
1270,11/11/2023,05:15:38 GMT-0800 (Pacific Standard Time),Sepolia,createUser,17.789855413001032,0.00762992,
1271,11/11/2023,05:15:48 GMT-0800 (Pacific Standard Time),Celo,createUser,28.201712612997742,0.00762992,
1272,11/11/2023,05:15:49 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,29.904061987999828,0.00762992,
1273,11/11/2023,05:15:53 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,18.95010407299921,0.00222592,
1274,11/11/2023,05:16:02 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,18.29199922800064,0.00222592,
1275,11/11/2023,05:16:21 GMT-0800 (Pacific Standard Time),Celo,issueMoney,28.84283197399974,0.00222592,
1276,11/11/2023,05:16:28 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,53.00745311399922,0.0000027824,
1277,11/11/2023,05:16:34 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,27.10361955400184,0.002674,
1278,11/11/2023,05:16:34 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,53.72619015699998,0.00222592,
1279,11/11/2023,05:16:35 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1563995090015233,0,
1280,11/11/2023,05:16:37 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,42.580971409000455,0.00222592,
1281,11/11/2023,05:16:37 GMT-0800 (Pacific Standard Time),Celo,transferMoney,10.695850522000343,0.002674,
1282,11/11/2023,05:16:39 GMT-0800 (Pacific Standard Time),Celo,default,1.1847447040006518,0,
1283,11/11/2023,05:16:39 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,40.41140787300095,0.002674,
1284,11/11/2023,05:16:40 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.4478164439983665,0,
